gene,SNPs,hits,Z,top_candidate_p,Z_pVal,approx_p
57,59,2,2.5075967180209116,0.117939501094375,0.22448793591638017,0.011057280489790187
58,30,2,3.998743774347374,0.0361479983122407,0.04335663960000646,0.056571515050323325
59,72,2,5.5186513787177125,0.16228763316280945,0.04273637075595526,0.056853575126838814
60,69,0,1.294043161106671,1,0.3613745647071146,0.00252586076534759
61,59,0,0.9222725197902504,1,0.4205734162205309,0.0012486585258326842
62,53,0,2.368596908828044,1,0.23471455176882097,0.009975009836632322
63,63,0,1.9148120807336424,1,0.29127856498237104,0.005524119801374164
64,58,2,2.868414812158318,0.11466885098975128,0.18754273105201336,0.0158865951594077
65,54,0,-0.4947849156163037,1,0.6287459063510055,7.605792294873127e-5
66,55,0,-3.583486097832655,1,0.925584916716274,5.854696701080321e-7
67,41,0,-1.149708852079026,1,0.7506312708824632,1.1689192811868696e-5
68,43,1,0.8264580731856257,0.35089737163159784,0.4413170512696016,9.662811842468302e-4
69,45,1,-0.15026942260168158,0.363814513936129,0.5961396007598996,1.2187953156418921e-4
70,85,0,0.19352366447296,1,0.46058814858931496,7.58125389113767e-4
71,116,0,3.487359413717253,1,0.10107356335333384,0.03496900849332106
72,88,0,5.483622200301639,1,0.04620358411972103,0.0552917996787419
73,61,0,-3.47385107348539,1,0.9055915150571392,8.395676504730732e-7
74,1,0,-1.5468933910117155,1,0.938778425109575,4.603304218724347e-7
76,8,0,-0.4919641700987025,1,0.7037613370590634,2.4519368677099036e-5
77,16,0,-1.075491886102863,1,0.8091411923793896,4.470997133226588e-6
78,72,1,0.7301302126870248,0.5150086297258372,0.42675807323724946,0.0011573709493963179
79,40,1,3.1777357202990157,0.3310282414303197,0.1261794949105921,0.028046754362510338
80,60,1,2.50540592688526,0.4528433576092388,0.22526636267044983,0.010971375667714636
81,88,1,-2.4464805098210025,0.5870503288661119,0.7446547770922558,1.2865664424802298e-5
82,62,0,-0.704309195131477,1,0.6366415066818591,6.772436249135344e-5
83,79,0,7.0773554227808075,1,0.01471251347045599,0.07087113190945148
84,70,1,0.0963787377236657,0.5051613403997931,0.5122120082866299,3.875481551683007e-4
85,53,0,-0.7004816009468375,1,0.6593250130436288,4.832699431601738e-5
86,70,0,-1.768580142437447,1,0.7376136676505803,1.4396757095839677e-5
87,77,0,-1.2504119285396471,1,0.6576264537321932,4.9574060448269976e-5
88,95,0,0.266544425785642,1,0.4212384339641405,0.0012385329171014734
89,52,2,4.747866772956132,0.0955764302360967,0.05323486935577926,0.05223427084085342
90,54,0,-1.0726417849138197,1,0.7054549618741246,2.388245959490007e-5
91,50,0,-0.3624060677411351,1,0.6187482285794081,8.800520517355913e-5
92,78,1,-2.3733911779291152,0.5433902522560855,0.7718190590786651,8.29210417740802e-6
93,45,1,2.987872881423127,0.363814513936129,0.15604122372310425,0.021380324031819265
94,52,0,1.298179380884748,1,0.3714817984151916,0.00224596402427581
95,89,9,2.7286240076071433,3.092283995624643e-7,0.19099555619406816,0.015367461898281283
96,63,0,0.03048352868582693,1,0.5366789107187963,0.00027895479861826075
97,33,0,0.9994708471936168,1,0.4020994216776021,0.001562412188093935
98,76,0,0.552044496462984,1,0.4405662711238376,9.753730581804566e-4
99,52,1,-0.9209536608152,0.4070335535985007,0.6913036036186697,2.972604071773952e-5
100,57,0,-3.7547962839302143,1,0.9296893603333088,5.433895875619728e-7
101,47,0,-1.5361093143654063,1,0.7815417866892522,7.070784286386055e-6
102,46,0,-0.3103703975297235,1,0.6188788733870549,8.783823875244859e-5
103,56,0,3.260208294241785,1,0.15025094784049076,0.022552945155635155
104,30,0,1.024063954480204,1,0.3911938451703363,0.0017801931895340811
105,85,0,3.8293197789942193,1,0.11771563946075549,0.030235351291783067
106,70,1,2.8591135212818997,0.5051613403997931,0.1931891344375136,0.015045467132789378
107,72,0,5.248856798312124,1,0.05120450100538254,0.05310229493468468
108,8,1,3.963525317041941,0.07725530557207996,0.00230087806671008,0.07792750186558439
109,2,0,0.18003010192969646,1,0.4725585744053459,6.506665397331763e-4
110,36,0,-1.1091073875887978,1,0.7585197075723789,1.0292807255868843e-5
111,51,0,0.7605825151363184,1,0.44991114096181706,8.676523500150605e-4
112,46,1,0.8699589918118008,0.3701763687967678,0.4347635355593267,0.0010483618011449688
113,59,0,-1.708031791007905,1,0.7652280778525251,9.232048386293892e-6
114,64,0,-1.6685033592858711,1,0.745711853569104,1.2649669455950036e-5
115,81,2,5.034941851303546,0.1944582152251407,0.06095511230350425,0.04904131358008498
116,57,1,4.070513715633531,0.4360948095476124,0.09349362528714522,0.03732657495080637
117,38,0,-0.7933486329061373,1,0.7080865096261081,2.2923967976550715e-5
118,52,1,0.558151966007394,0.4070335535985007,0.479269678679713,5.9679843590147e-4
119,82,1,3.990618851207301,0.5613824981900892,0.10943145704424728,0.032518013775113194
120,79,0,4.080193225635489,1,0.10486067790259757,0.03383953339626912
121,78,1,3.224801479156977,0.5433902522560855,0.16129984887010462,0.02036174206718444
122,80,1,3.957993400237938,0.5524767862361895,0.11172439361104236,0.03187189080108108
123,62,0,4.493731477455761,1,0.07579478367652559,0.043362943653999675
124,51,0,-2.8502099795775475,1,0.8912319585445216,1.0844850627463006e-6
125,85,0,1.1725286089606368,1,0.3476066851463909,0.002958528082333988
126,68,1,0.9054496979408856,0.4951141112129304,0.41146006685847314,0.0013953414843762646
127,14,0,-2.088151354446482,1,0.9400690673790626,4.4957824390849404e-7
128,39,0,1.2381300338989776,1,0.37137863103578406,0.002248671379319399
129,18,0,-0.17679381850129655,1,0.6246493609196218,8.075493914297928e-5
130,40,1,2.8664320615340433,0.3310282414303197,0.155525277348864,0.021482612028045512
131,54,2,2.7273604928534576,0.10183372363564866,0.19725331204848096,0.014464562911020018
132,74,1,-0.7872818617254852,0.524659957994293,0.6125521287834381,9.62773307976884e-5
133,61,1,2.9473318954349224,0.4583149240331464,0.18252816233682,0.016667988203045384
134,35,0,-1.3980702712029267,1,0.7996040138950234,5.24364536504085e-6
135,4,0,0.14104284268242043,1,0.500997907899472,4.495377787257149e-4
136,93,2,4.943647998400027,0.2383786116697114,0.06238387300260017,0.04846874009041134
137,93,0,-0.5217807039688793,1,0.5182589860641518,3.5753210300011823e-4
138,81,0,2.3071445726383124,1,0.23730654532535755,0.009716148526398408
139,27,0,1.7445399897224765,1,0.25394114368398824,0.008192754649473982
140,64,3,2.898203728517995,0.02651229078139654,0.18864652889689215,0.015718986350525165
141,76,0,-4.654974057602611,1,0.9307113283505418,5.333744909851755e-7
142,26,1,0.10396482215502437,0.2299568541948449,0.5664382407985195,0.00018526308042897687
143,51,0,0.07636023803994876,1,0.5523633233918461,2.2511871609622177e-4
144,41,1,-0.1003345875909652,0.33771795901601653,0.5940532118579607,1.2555996697176185e-4
145,36,0,3.740942297495274,1,0.07305555212095882,0.04436719249161248
146,56,0,1.8495292003823136,1,0.2988849288126938,0.005088093486044742
147,64,0,1.6186548838551058,1,0.32624916927175174,0.003764787727326228
148,89,0,-3.582142585149351,1,0.8365866160247865,2.809186303709438e-6
149,31,0,-1.430796979947646,1,0.8154746039791123,4.019514180948236e-6
150,74,0,0.8278903519899026,1,0.41072910274571595,0.0014077695367771047
151,90,1,-0.6416839143701436,0.5952680273216762,0.542793924595866,2.5666992873546934e-4
152,72,0,0.10083163513199452,1,0.5068263143574889,4.1624863004599815e-4
153,56,0,2.4165947338915883,1,0.2321713138927941,0.010234954847996112
154,20,0,-1.108918785914362,1,0.8026421212264807,4.984604890232702e-6
155,50,2,-0.4986665415866196,0.0894353130960309,0.6383187570058815,6.606902375042529e-5
156,80,0,-3.302202935742762,1,0.8432277886485937,2.507050463202845e-6
157,97,5,5.998896381257555,0.0030109245064588,0.03215934777600005,0.061846202791414374
158,83,1,4.170638684275671,0.5657686732081884,0.09932938198526076,0.03549992697965926
159,54,1,-0.18710374990455111,0.41883358588189046,0.5854497609904017,1.4187218676756916e-4
160,87,0,-3.5648183761019485,1,0.8414122462358573,2.586396758792972e-6
161,80,3,1.7447625723721485,0.04655318573593159,0.29492197314623547,0.005311223793898572
162,71,0,-0.32622210803185353,1,0.563933033895929,1.9183334988294586e-4
163,72,0,-2.078768109681762,1,0.7629630392645695,9.57795204987354e-6
164,90,1,-1.3292786343652816,0.5952680273216762,0.6212351901604887,8.487771877289581e-5
165,74,0,-6.871777326718252,1,0.9865648071273052,1.893646330694913e-7
166,26,0,-1.4719734957674118,1,0.8359020200523879,2.842246911971476e-6
167,7,0,-0.18282500010936503,1,0.6167255143413441,9.062883664312193e-5
168,16,0,0.691872615364262,1,0.4118329555228273,0.0013890405729629453
169,3,0,-2.783144658334893,1,0.9948438921982672,1.619070181594043e-7
170,45,0,-1.688961159400133,1,0.8046477123095767,4.820365170754858e-6
171,121,0,-3.0946603509498583,1,0.6723798344433964,3.968796573344857e-5
172,67,0,-4.172235028623925,1,0.9280183738668452,5.60156713180618e-7
173,38,0,-3.0570906368814583,1,0.9367957808341748,4.773322631608977e-7
174,69,0,-1.6855871574153374,1,0.7319377018270725,1.575596873487369e-5
175,10,0,0.3521583407744002,1,0.47042097328237686,6.68752283833619e-4
176,45,0,-4.713979082487842,1,0.9806497398703522,2.1168450244038055e-7
177,1,0,-0.4126688422827478,1,0.6809998421045527,3.481033294360026e-5
178,24,0,-2.155055479526579,1,0.9141620049131034,7.197795974368632e-7
179,55,1,-0.2395750315967808,0.4246452500230716,0.5908532109035867,1.3140899450433792e-4
180,9,1,0.946800589626823,0.08648275251635919,0.29964828843937363,0.005046099423545631
181,24,1,1.478868976927477,0.21432185919278124,0.28564236393559206,0.0058686601497033595
182,61,1,2.884125773206919,0.4583149240331464,0.18836929412616263,0.01576093678231355
183,23,0,2.293849648421415,1,0.15342816510195,0.021902769163027937
184,21,0,2.0918652795830117,1,0.16937280421547274,0.018880403055611165
185,2,0,-1.0327327207211434,1,0.8505531408348862,2.2099985352372966e-6
188,1,0,-0.5855675876908237,1,0.7370347903527247,1.4530083907949985e-5
191,1,0,0.07339256149416422,1,0.5040689946651545,4.316993461330727e-4
193,8,0,-1.4905495466603649,1,0.90152787874337,9.028652448155607e-7
194,3,0,-0.4345902187683471,1,0.6891023703020875,3.0749042074541625e-5
195,1,0,-0.6573868272232126,1,0.7587361263084027,1.0256839475794847e-5
197,1,0,-0.5953336877233328,1,0.740043302468455,1.3849782559732655e-5
200,8,0,1.2596760159510405,1,0.21499395851261915,0.01215411761412835
201,11,0,-0.9520209171900204,1,0.8020243489025172,5.036265284282284e-6
202,1,0,-0.08028803633010684,1,0.5618787032813051,1.9738389729602357e-4
203,1,0,-0.18524919433456705,1,0.6006892875814638,1.1420350780329803e-4
204,2,0,-1.0007987164263488,1,0.8436667042498476,2.4882218330048404e-6
205,1,0,1.9829892705767609,1,0.0360745883620529,0.05995737222397097
207,7,0,0.7128469391812768,1,0.344589843288325,0.0030619403188914046
208,37,0,0.19693580631804392,1,0.5478138836718867,2.396351158561019e-4
209,20,3,4.272227008826502,0.00100357616810011,0.01292351306371775,0.07185468971922498
210,84,1,1.5569805310432243,0.5701109864761065,0.3080418081528876,0.004604590351732952
211,92,0,-0.4938455838397377,1,0.5185944154413069,3.559324624391195e-4
212,51,0,-0.8252682878289225,1,0.6811725072055945,3.471870762492219e-5
213,76,0,-1.3768520692751915,1,0.6752743392971948,3.798197886948784e-5
214,80,1,-4.082282903046414,0.5524767862361895,0.8937836552486202,1.0364456351396742e-6
215,70,0,-4.370205989060531,1,0.9306337367809804,5.341285876640564e-7
216,83,0,-2.3151749728590048,1,0.7495272375786933,1.189848898945306e-5
217,104,0,-0.8159997778312433,1,0.5092624728862575,4.0302881366509655e-4
218,95,0,-2.0338789325675655,1,0.6778693839616681,3.651188107988067e-5
219,136,0,-8.961419939358743,1,0.9640722084310652,2.8863229242144353e-7
220,146,0,-0.3812986346183913,1,0.2630909185457482,0.0074493011711899235
221,132,0,-2.925141784053345,1,0.599661365764433,1.1589681438638644e-4
222,141,0,-1.191444433201962,1,0.3670386903573176,0.002365306928944595
223,71,1,-0.6556755580855034,0.5101097269957952,0.6053506874797348,1.0681339913027127e-4
224,95,2,0.10914667886966124,0.2457591989359997,0.4389878996514187,9.947458835509332e-4
225,87,0,1.0531039103108328,1,0.35619404003911925,0.002681371471803912
226,11,0,-0.2606326944075936,1,0.6429082378525333,6.173303699467596e-5
227,53,0,0.8286464573852258,1,0.43864960300253486,9.989442049006053e-4
228,82,0,-0.2948747565300483,1,0.5282067329848787,3.1283805251233564e-4
229,100,0,2.004359486707718,1,0.23190681570988403,0.010262332467517545
230,49,0,-1.0570070507581986,1,0.7170274836875378,1.9933568613555973e-5
231,63,1,1.6767337692439102,0.4690944570448869,0.3196871359173803,0.004049919397114822
232,31,0,-0.8720020786750592,1,0.7364051912528048,1.4676429427417863e-5
233,52,0,1.937154957141119,1,0.2856304939439732,0.005869405757688957
234,52,0,2.0271606358081895,1,0.27433407398599496,0.0066189357826805925
235,33,4,4.247358329130774,3.2453338067454e-4,0.04003055963739521,0.058097731874086504
236,49,1,0.9970113380763178,0.388882760467135,0.4152666005227494,0.0013322413519542564
237,30,1,-0.675574688339336,0.26029962661171974,0.707029100003865,2.3304625206360342e-5
238,8,0,-2.373457164198517,1,0.9748789233226997,2.358984679196143e-7
239,16,0,-2.752842849847636,1,0.9723431593428368,2.473654029024628e-7
240,28,0,-2.9691427990083463,1,0.9553118715847694,3.395711157618293e-7
241,3,0,-0.6242475388528689,1,0.7455724682340845,1.2677951054882603e-5
242,10,0,1.0075410296739025,1,0.29334722616322595,0.0054023150649216535
243,55,1,-0.9505442418545486,0.4246452500230716,0.6871692997070727,3.1674926932887273e-5
244,44,1,-2.1390117130582613,0.3573883979152818,0.8533384110400228,2.1061749345495666e-6
245,50,0,-0.7280268511118443,1,0.6704356667693949,4.0874393197178744e-5
246,69,0,-2.084113703322755,1,0.7730370408068381,8.128732087944785e-6
247,53,2,3.0283450360396404,0.09869100146972068,0.16672544317331406,0.01935544293337369
248,56,0,-0.9013768822417512,1,0.6781481488952598,3.6357213758054366e-5
249,88,1,-2.1815846854124783,0.5870503288661119,0.718900403755792,1.9356071673308004e-5
250,46,0,0.8898888105762445,1,0.4316633074101821,0.0010893979133278207
251,63,1,0.896017228644001,0.4690944570448869,0.4196869641415478,0.001262274579926827
252,57,0,-3.3132808487784935,1,0.9058953226232176,8.350110765454767e-7
253,86,3,2.4523821245672077,0.05553383728800533,0.21800810107804836,0.011795880398939688
254,5,1,2.932099905451636,0.04900995010000004,0.01104799937398826,0.07289778837903481
255,31,0,0.20493628426931731,1,0.5476584671705038,2.4014620304001647e-4
256,7,0,0.4795405238461735,1,0.4135396768048675,0.0013605346394395808
257,15,0,2.1815404346148677,1,0.11870357323844404,0.02997254723468144
258,19,1,2.858508154680448,0.1738313761644134,0.0730304087758944,0.044376500609430033
259,44,1,1.144194440310842,0.3573883979152818,0.39144351327565896,0.0017749099856577543
260,57,0,0.4745910895365812,1,0.48560922115546934,5.497527085123802e-4
261,104,1,3.239842265978604,0.6483907934419778,0.1338865252598952,0.026174030153500526
262,90,0,0.04142634910865082,1,0.46316474210140146,7.336907058055551e-4
263,70,0,2.8758039037241385,1,0.19170731967377264,0.015262323730989775
264,67,0,-1.5907713059208544,1,0.727919526214154,1.6791234041714373e-5
265,72,0,-1.9334921424532765,1,0.7483455413827913,1.2126469261523586e-5
266,90,0,-3.6435908664509777,1,0.8379580512874107,2.7440633595007314e-6
267,89,1,-6.197379612681995,0.5911798255774507,0.9598677943338496,3.1208371008393174e-7
268,46,0,0.8882869932771152,1,0.43191232887187103,0.0010860476670263319
269,48,0,1.445394643535023,1,0.34912727567608004,0.0029076219281524347
270,58,1,-1.4173620904337625,0.44173386145213633,0.7357079927975696,1.4840127685218435e-5
271,71,0,-1.4928899376036826,1,0.7044645092794338,2.425299441030112e-5
272,46,0,-0.8876021327165948,1,0.7022287016661971,2.5109635121349484e-5
273,145,0,-9.457558511347118,1,0.9638066666422452,2.900616554782514e-7
274,76,0,-1.7162576598447397,1,0.7125377225930185,2.138549161538232e-5
275,19,0,2.4779228814743095,1,0.10907219233028688,0.0326202603470294
276,11,0,-0.8628805400537722,1,0.7842562595089853,6.761797466891087e-6
277,14,0,-0.20050136414725817,1,0.6291558433816369,7.560238880294325e-5
278,3,0,0.9018666458685954,1,0.24645045846051428,0.008850109463327708
279,34,0,-0.20235195011129176,1,0.6198302809972231,8.663131752425636e-5
280,74,3,0.2054143057939617,0.03835911102038945,0.4886377666028433,5.285188418937572e-4
281,65,0,-1.4744117284762437,1,0.7211620844087172,1.867993359729484e-5
282,68,0,1.7516524943191074,1,0.30780751146148344,0.004616424051658643
283,18,0,-1.2534940645086865,1,0.831182650027684,3.0805257541855523e-6
284,72,0,0.22878832861595705,1,0.4904623723461325,5.160976410361092e-4
285,84,2,-0.18069237461762097,0.2053566719709844,0.5082920492964533,4.082471069434765e-4
286,51,2,0.2574463474175573,0.0924908992936952,0.5253075641405438,3.2529185187132756e-4
287,53,1,0.00130630685396012,0.4129632180625157,0.5601343296889287,2.0221509057390255e-4
288,91,1,-1.7420734769764092,0.5993153470484595,0.6625116729566237,4.6067195184613065e-5
289,74,9,8.161585708783582,6.152038431885957e-8,0.00540464774798521,0.0761113815800183
290,108,0,2.1124087625578687,1,0.20409684829983887,0.013531001352276605
291,51,0,-0.5444696629460285,1,0.6425547688771283,6.205716475728665e-5
292,36,0,0.2974692123843792,1,0.5305228862970086,3.0321095032831695e-4
293,92,0,2.497082531198087,1,0.20558936466344324,0.013334616462349002
294,97,0,1.2343788841988332,1,0.3114980272814417,0.004433188715512774
295,70,0,-0.5970992227539362,1,0.600919468249073,1.1382753976549659e-4
296,46,0,0.7076186949860913,1,0.46014958896332314,7.623588927830057e-4
297,62,2,3.646316796727661,0.12788702769336557,0.12647914893952805,0.027971839525258068
298,47,2,-1.1036998837068503,0.08045749844328064,0.7284586598364156,1.6648655796056142e-5
299,29,0,-1.4294263000051055,1,0.8212852316970993,3.6439963243832765e-6
300,27,0,-0.9127621049727028,1,0.7524948077382876,1.134386329670383e-5
301,47,0,-1.2451749284277098,1,0.7465056571147479,1.2489749074721827e-5
302,48,0,0.8127306474079343,1,0.443329646659992,9.422946249125534e-4
303,44,1,5.191212430264972,0.3573883979152818,0.02803073924467369,0.06389104504849068
304,97,3,0.08627485797966077,0.07394003418227556,0.4347529452233342,0.0010484995121599974
305,63,0,-2.226462130126545,1,0.8052961092790607,4.768385238195166e-6
306,53,0,-1.2827150867751935,1,0.7342631467246581,1.5184928965553232e-5
307,69,1,3.140672597174456,0.500162970100801,0.1690069610428273,0.018945436437164207
308,49,0,0.7805449939652008,1,0.44790047592747473,8.898529260175341e-4
309,68,2,1.426455396074584,0.1483238037632258,0.3463735908276916,0.003000405173836299
310,105,0,-3.668228498173758,1,0.7899820984606416,6.15184166075637e-6
311,67,1,-1.8628586487677392,0.4900142537504347,0.7569778431345725,1.0552566085522169e-5
312,45,0,-1.7009803209351442,1,0.8059708623078269,4.714862663246091e-6
313,29,0,-1.6496036213244216,1,0.8480813662361489,2.306237607431045e-6
314,1,0,-0.32580325442968117,1,0.6510790794712928,5.467238650657468e-5
316,1,0,0.17865165207972858,1,0.4643502160313489,7.226959707529294e-4
317,1,0,0.08509059906031352,1,0.49964959736966874,4.575847577039307e-4
320,1,0,-0.992863224032442,1,0.8461207627088881,2.385423257349432e-6
321,1,0,-0.2975606154962286,1,0.6411333380937172,6.337694233969499e-5
322,63,0,-1.541952869599186,1,0.7348593135805237,1.5041742770617548e-5
323,83,0,1.3416010203599242,1,0.3331770778394876,0.0034836646305845425
324,60,0,2.1674552623406633,1,0.262131751562398,0.007524293070203228
325,66,0,4.404649950082562,1,0.08339038722410508,0.04067821335530034
326,23,0,-0.3856590360436816,1,0.6659381413369646,4.374929171535761e-5
327,11,0,0.6308026122784861,1,0.3989628521512484,0.001622391240770322
328,49,0,-0.9319370521786738,1,0.7005728779796092,2.5762526373591376e-5
329,46,0,-1.2946230058704542,1,0.7554653957012065,1.0813443125971533e-5
330,48,0,-0.4855379452534309,1,0.6407713444667633,6.371726837263805e-5
331,43,2,2.4679814650271528,0.06896390678471585,0.20663708192085617,0.013198267308767053
332,64,0,4.324262129217709,1,0.08612199532881282,0.039747786172577404
333,29,0,1.4498575630654489,1,0.3115013409562556,0.004433027195173701
334,55,0,1.846076321228103,1,0.2989541240642746,0.005084273927312971
335,37,0,1.6816461846951758,1,0.29766388821060885,0.005155922686290329
336,51,0,2.6733618259917593,1,0.19883281208585968,0.014244193798622747
337,28,0,1.0063842101897686,1,0.3893066396705804,0.0018205981881053248
338,32,0,1.6005362661988858,1,0.29635387137925473,0.0052296022442570545
339,44,1,0.6230937199556271,0.3573883979152818,0.474073634360205,0.00063812456941271425
340,29,0,1.6325097083320632,1,0.2805650432501938,0.006195493724807348
341,65,1,1.113246580369322,0.4796594773496936,0.3888400664038141,0.0018307165955082994
342,61,0,-0.37216937200680256,1,0.5955356458323311,1.229343258586677e-4
343,50,0,-0.8478836202211582,1,0.6867494281338118,3.187950546426462e-5
344,50,0,0.18796279959664697,1,0.5370784480876953,2.774451105407546e-4
345,37,0,-0.7498215388064235,1,0.703826188794553,2.4494685642604232e-5
346,64,0,-1.809676310047021,1,0.7607710827554548,9.924459041141944e-6
347,21,0,-0.8393683206265499,1,0.7546703407058173,1.0953037461397047e-5
348,22,0,-0.3548978279450996,1,0.6608279334993648,4.724841838012302e-5
349,57,2,3.0891117560760617,0.11142212413563148,0.16620769206923725,0.019449559076977686
350,37,1,1.9437250471600152,0.31055091413092223,0.25910963718623936,0.007765021784500639
351,43,0,0.6547199126606679,1,0.46912052706878016,6.799825799940308e-4
352,34,0,0.07675961013304672,1,0.5705147401061187,1.7502211306021187e-4
354,7,0,1.6552318144836404,1,0.12857076569230408,0.02745371450183532
355,58,1,3.284261417522212,0.44173386145213633,0.15052210481830497,0.02249680904077103
356,56,3,1.4120497735433837,0.01870050976157159,0.35563618980387535,0.002698628807211346
357,43,0,-0.8940242591374581,1,0.7105992226304785,2.204301061923313e-5
358,59,0,1.9144771470704085,1,0.29155564819505697,0.005507662385501102
359,38,0,-0.275420820666815,1,0.626821026171852,7.823182967253509e-5
361,63,1,0.4672204921031608,0.4690944570448869,0.47740639283551367,6.113225952044382e-4
362,54,0,-0.09562444665434668,1,0.5723475538967737,1.7059336880218958e-4
363,52,0,-1.094642865999804,1,0.7137300560738579,2.0990384045156107e-5
364,53,0,-1.4966116200168895,1,0.7595305019871604,1.0125844123916174e-5
365,51,0,0.33212433265412045,1,0.5141087416345238,3.778886196204116e-4
366,83,3,2.662974044042793,0.05094691855857534,0.20322858719912895,0.01364641884614664
367,57,5,3.413852938183535,2.7172276988629e-4,0.13892374262893503,0.025009306295088678
368,65,4,5.466488419728367,0.00416921144636432,0.04060868666284889,0.05783002019463131
369,61,3,3.621300726624056,0.02340829585406521,0.12739968378482414,0.0277427796461474
370,18,0,0.903451690284324,1,0.3723897278328891,0.0022222663019892106
371,22,0,0.9941522977426044,1,0.37112399898486115,0.0022553663269956436
372,59,0,-1.2675131192902218,1,0.7151625970959326,2.0524866820661882e-5
373,57,0,0.8906273505075556,1,0.4267821125418796,0.001157028478785214
374,33,2,3.811201804254439,0.04302595653563324,0.06074216156192191,0.049127137429718006
375,52,0,-0.5603225901770738,1,0.6424723356828523,6.213298657341128e-5
376,51,3,1.348411427325663,0.01457345125325472,0.364248054848725,0.0024432038960782894
377,42,0,-0.6305518942090634,1,0.6749232133336508,3.8185155525776625e-5
