chr2.0,marker,cM,bp2.0
CE10_chr1,15271,4.3,246756
CE10_chr1,15270,4.3,246825
CE10_chr1,15269,4.3,246969
CE10_chr1,15268,4.3,247905
CE10_chr1,15267,4.3,247923
CE10_chr1,15256,4.3,258273
CE10_chr1,15255,4.3,258292
CE10_chr1,15254,4.84,266264
CE10_chr1,15253,4.84,266308
CE10_chr1,15252,4.84,266312
CE10_chr1,15251,4.84,266326
CE10_chr1,15250,4.84,266403
CE10_chr1,15249,4.84,266827
CE10_chr1,15248,4.84,266915
CE10_chr1,15247,4.84,266963
CE10_chr1,15246,4.84,266978
CE10_chr1,15245,4.84,266979
CE10_chr1,15244,4.84,266990
CE10_chr1,15243,4.84,266993
CE10_chr1,15242,4.84,267032
CE10_chr1,15241,4.84,267039
CE10_chr1,15240,4.84,267045
CE10_chr1,15239,4.84,267048
CE10_chr1,15238,4.84,267064
CE10_chr1,15237,4.84,267100
CE10_chr1,15236,4.84,267104
CE10_chr1,15233,4.84,269535
CE10_chr1,15232,4.84,272025
CE10_chr1,15231,4.84,272032
CE10_chr1,15230,4.84,274572
CE10_chr1,15229,4.84,274810
CE10_chr1,15228,4.84,274816
CE10_chr1,15227,4.84,274918
CE10_chr1,15226,4.84,275569
CE10_chr1,15225,4.84,275626
CE10_chr1,15224,4.84,275956
CE10_chr1,15223,4.84,277490
CE10_chr1,15222,4.84,277521
CE10_chr1,15221,4.84,277951
CE10_chr1,15220,4.84,277980
CE10_chr1,15219,4.84,277989
CE10_chr1,15218,4.84,278120
CE10_chr1,15217,4.84,278256
CE10_chr1,15216,4.84,278318
CE10_chr1,15215,4.84,279245
CE10_chr1,15214,4.84,281530
CE10_chr1,15213,4.84,281551
CE10_chr1,15212,4.84,281560
CE10_chr1,15211,4.84,281574
CE10_chr1,15210,4.84,281595
CE10_chr1,15209,4.84,281778
CE10_chr1,15208,4.84,281797
CE10_chr1,15207,4.84,281897
CE10_chr1,15206,4.84,281980
CE10_chr1,15196,4.84,320506
CE10_chr1,15195,4.84,320572
CE10_chr1,15194,4.84,320608
CE10_chr1,15193,4.84,320625
CE10_chr1,15192,4.84,325881
CE10_chr1,15191,4.84,325890
CE10_chr1,15190,4.84,325932
CE10_chr1,15189,4.84,325992
CE10_chr1,15188,4.84,326004
CE10_chr1,15187,4.84,326007
CE10_chr1,15186,4.84,326014
CE10_chr1,15185,4.84,326016
CE10_chr1,15184,4.84,326020
CE10_chr1,15183,4.84,326061
CE10_chr1,15182,4.84,326083
CE10_chr1,15181,4.84,326284
CE10_chr1,15180,4.84,326314
CE10_chr1,15179,4.84,326443
CE10_chr1,15178,4.84,326479
CE10_chr1,15177,4.84,326490
CE10_chr1,15176,4.84,326838
CE10_chr1,15175,4.84,327080
CE10_chr1,15174,4.84,329687
CE10_chr1,15173,4.84,329746
CE10_chr1,15172,4.84,329751
CE10_chr1,15171,4.84,329752
CE10_chr1,15170,4.84,329815
CE10_chr1,15169,4.84,330091
CE10_chr1,15168,4.84,330145
CE10_chr1,15167,4.84,330176
CE10_chr1,15166,4.84,330202
CE10_chr1,15165,4.84,330496
CE10_chr1,15164,4.84,330585
CE10_chr1,15163,4.84,330695
CE10_chr1,15162,4.84,330734
CE10_chr1,15161,4.84,331087
CE10_chr1,15160,4.84,336520
CE10_chr1,15159,4.84,336655
CE10_chr1,15158,4.84,337020
CE10_chr1,15157,5.92,345577
CE10_chr1,15152,5.92,384537
CE10_chr1,15151,5.92,384557
CE10_chr1,15150,5.92,384667
CE10_chr1,15149,5.92,384668
CE10_chr1,15148,5.92,384685
CE10_chr1,15147,5.92,384738
CE10_chr1,15146,5.92,384741
CE10_chr1,15145,6.45,384817
CE10_chr1,15144,6.45,384870
CE10_chr1,15143,6.45,384888
CE10_chr1,15142,6.45,384894
CE10_chr1,15141,6.45,384896
CE10_chr1,15140,6.45,384904
CE10_chr1,15139,6.45,384908
CE10_chr1,15138,6.45,384914
CE10_chr1,15137,6.45,384946
CE10_chr1,15136,6.45,384997
CE10_chr1,15135,6.45,385052
CE10_chr1,15134,6.45,385140
CE10_chr1,15133,6.45,385169
CE10_chr1,15132,6.45,385208
CE10_chr1,15131,6.45,385253
CE10_chr1,15130,6.45,385324
CE10_chr1,15129,6.45,385326
CE10_chr1,15128,6.45,385327
CE10_chr1,15127,6.45,385338
CE10_chr1,15126,6.45,385422
CE10_chr1,15125,6.45,385504
CE10_chr1,15124,6.45,385520
CE10_chr1,15123,6.45,385548
CE10_chr1,15122,6.45,387137
CE10_chr1,15121,6.45,387172
CE10_chr1,15120,6.45,387175
CE10_chr1,15119,6.45,387208
CE10_chr1,15118,6.45,387239
CE10_chr1,15117,6.45,387314
CE10_chr1,15116,6.45,387464
CE10_chr1,15113,6.45,394678
CE10_chr1,15112,6.45,394978
CE10_chr1,15111,6.99,415210
CE10_chr1,15110,6.99,415354
CE10_chr1,15109,6.99,415580
CE10_chr1,15108,6.99,415585
CE10_chr1,15107,6.99,415591
CE10_chr1,15106,6.99,415598
CE10_chr1,15105,6.99,415602
CE10_chr1,15104,6.99,415633
CE10_chr1,15103,6.99,415716
CE10_chr1,15102,6.99,415784
CE10_chr1,15101,6.99,415798
CE10_chr1,15100,6.99,415842
CE10_chr1,15099,6.99,420652
CE10_chr1,15098,6.99,421071
CE10_chr1,15097,6.99,421095
CE10_chr1,15096,6.99,421264
CE10_chr1,15095,6.99,421526
CE10_chr1,15094,6.99,421551
CE10_chr1,15093,6.99,421607
CE10_chr1,15092,6.99,421629
CE10_chr1,15091,6.99,421677
CE10_chr1,15090,6.99,421800
CE10_chr1,15086,6.99,441394
CE10_chr1,15085,6.99,441400
CE10_chr1,15084,6.99,441500
CE10_chr1,15083,6.99,441508
CE10_chr1,15082,6.99,441515
CE10_chr1,15081,6.99,441546
CE10_chr1,15080,6.99,443854
CE10_chr1,15079,6.99,443873
CE10_chr1,15078,6.99,443875
CE10_chr1,15077,6.99,443882
CE10_chr1,15076,6.99,443900
CE10_chr1,15075,6.99,443918
CE10_chr1,15074,6.99,443922
CE10_chr1,15073,6.99,444081
CE10_chr1,15072,6.99,444520
CE10_chr1,15071,6.99,444531
CE10_chr1,15070,6.99,444534
CE10_chr1,15069,6.99,444561
CE10_chr1,15068,7.53,444733
CE10_chr1,15067,7.53,444762
CE10_chr1,15066,7.53,444889
CE10_chr1,15061,7.53,450508
CE10_chr1,15060,7.53,450537
CE10_chr1,15059,7.53,450608
CE10_chr1,15058,7.53,450611
CE10_chr1,15057,7.53,450613
CE10_chr1,15056,7.53,450668
CE10_chr1,15055,7.53,450790
CE10_chr1,15054,7.53,450796
CE10_chr1,15053,7.53,450801
CE10_chr1,15052,7.53,450802
CE10_chr1,15051,7.53,450842
CE10_chr1,15050,7.53,451271
CE10_chr1,15049,7.53,451313
CE10_chr1,15048,7.53,451475
CE10_chr1,15031,7.53,457554
CE10_chr1,15030,7.53,457643
CE10_chr1,15029,7.53,457668
CE10_chr1,15028,7.53,457746
CE10_chr1,15026,7.53,476079
CE10_chr1,15025,7.53,476254
CE10_chr1,15024,7.53,476406
CE10_chr1,15000,7.53,484175
CE10_chr1,14999,7.53,484509
CE10_chr1,14998,7.53,484669
CE10_chr1,14997,7.53,484720
CE10_chr1,14996,7.53,484882
CE10_chr1,14995,7.53,484931
CE10_chr1,14994,7.53,484959
CE10_chr1,14993,7.53,484977
CE10_chr1,14992,7.53,484990
CE10_chr1,14991,7.53,484992
CE10_chr1,14983,7.53,500974
CE10_chr1,14982,7.53,500983
CE10_chr1,14981,7.53,501006
CE10_chr1,14980,7.53,501261
CE10_chr1,14979,7.53,501276
CE10_chr1,14899,7.53,628536
CE10_chr1,14898,7.53,628537
CE10_chr1,14897,7.53,628718
CE10_chr1,14896,7.53,628853
CE10_chr1,14895,7.53,628861
CE10_chr1,14894,7.53,628863
CE10_chr1,14893,7.53,633062
CE10_chr1,14892,7.53,633071
CE10_chr1,14891,7.53,633193
CE10_chr1,14890,7.53,633246
CE10_chr1,14889,7.53,633282
CE10_chr1,14880,7.53,658328
CE10_chr1,14780,7.53,714486
CE10_chr1,14779,7.53,714514
CE10_chr1,14778,7.53,714528
CE10_chr1,14777,7.53,714544
CE10_chr1,14776,7.53,714546
CE10_chr1,14775,7.53,714553
CE10_chr1,14774,7.53,714595
CE10_chr1,14773,7.53,714631
CE10_chr1,14772,7.53,714667
CE10_chr1,14771,8.07,714700
CE10_chr1,14770,8.07,714715
CE10_chr1,14744,8.07,720507
CE10_chr1,14743,8.07,722408
CE10_chr1,14742,8.07,722478
CE10_chr1,14741,8.07,722483
CE10_chr1,14740,8.07,722517
CE10_chr1,14739,8.07,722522
CE10_chr1,14738,8.07,722534
CE10_chr1,14737,8.07,722548
CE10_chr1,14736,8.07,722557
CE10_chr1,14735,8.07,722824
CE10_chr1,14734,8.07,722825
CE10_chr1,14733,8.07,722847
CE10_chr1,14732,8.07,722860
CE10_chr1,14731,8.61,722893
CE10_chr1,14730,8.61,722894
CE10_chr1,14729,9.14,722936
CE10_chr1,14728,9.14,722952
CE10_chr1,14727,9.14,723001
CE10_chr1,14706,9.14,735927
CE10_chr1,14705,9.14,736063
CE10_chr1,14704,9.68,779981
CE10_chr1,14703,9.68,780012
CE10_chr1,14702,9.68,780147
CE10_chr1,14701,9.68,780305
CE10_chr1,14700,9.68,780415
CE10_chr1,14676,9.68,823493
CE10_chr1,14675,9.68,823823
CE10_chr1,14674,9.68,823873
CE10_chr1,14673,9.68,823891
CE10_chr1,14672,10.22,837607
CE10_chr1,14671,10.22,837715
CE10_chr1,14670,10.22,837739
CE10_chr1,14669,10.22,837763
CE10_chr1,14668,10.22,838033
CE10_chr1,14667,10.22,838051
CE10_chr1,14666,10.22,838097
CE10_chr1,14665,10.22,838114
CE10_chr1,14664,10.22,840306
CE10_chr1,14663,10.22,841332
CE10_chr1,14662,10.22,841632
CE10_chr1,14661,10.22,841724
CE10_chr1,14593,10.76,987941
CE10_chr1,14592,10.76,987968
CE10_chr1,14591,11.29,988008
CE10_chr1,14590,12.37,1019854
CE10_chr1,14519,12.91,1077048
CE10_chr1,14518,12.91,1077259
CE10_chr1,14517,12.91,1077280
CE10_chr1,14516,13.44,1077389
CE10_chr1,14515,13.44,1077485
CE10_chr1,14509,13.98,1151525
CE10_chr1,14508,13.98,1151906
CE10_chr1,14507,13.98,1152157
CE10_chr1,14506,13.98,1152199
CE10_chr1,14505,13.98,1152202
CE10_chr1,14504,13.98,1152254
CE10_chr1,14503,13.98,1152262
CE10_chr1,14502,13.98,1152289
CE10_chr1,14491,13.98,1158547
CE10_chr1,14490,13.98,1158655
CE10_chr1,14489,13.98,1158886
CE10_chr1,14488,13.98,1159075
CE10_chr1,14487,13.98,1159109
CE10_chr1,14468,13.98,1162574
CE10_chr1,14467,13.98,1162681
CE10_chr1,14466,13.98,1162697
CE10_chr1,14465,13.98,1162730
CE10_chr1,14464,13.98,1162751
CE10_chr1,14463,13.98,1164624
CE10_chr1,14462,13.98,1164807
CE10_chr1,14454,13.98,1176631
CE10_chr1,14453,13.98,1176823
CE10_chr1,14452,13.98,1176875
CE10_chr1,14451,13.98,1176925
CE10_chr1,14450,15.06,1206109
CE10_chr1,14449,15.06,1206211
CE10_chr1,14448,15.06,1206639
CE10_chr1,14447,15.06,1206719
CE10_chr1,14446,15.06,1206795
CE10_chr1,14445,15.06,1210744
CE10_chr1,14444,15.06,1210752
CE10_chr1,14443,15.06,1226052
CE10_chr1,14442,15.06,1226094
CE10_chr1,14441,15.06,1226126
CE10_chr1,14440,15.06,1226129
CE10_chr1,14439,15.06,1226180
CE10_chr1,14438,15.06,1244211
CE10_chr1,14437,15.6,1244402
CE10_chr1,14436,15.6,1244414
CE10_chr1,14435,15.6,1244426
CE10_chr1,14434,15.6,1244446
CE10_chr1,14433,15.6,1244474
CE10_chr1,14432,15.6,1244513
CE10_chr1,14431,15.6,1244520
CE10_chr1,14430,15.6,1244522
CE10_chr1,14429,15.6,1244561
CE10_chr1,14428,15.6,1244564
CE10_chr1,14427,15.6,1244591
CE10_chr1,14426,15.6,1244612
CE10_chr1,14425,15.6,1244648
CE10_chr1,14423,15.6,1244690
CE10_chr1,14422,15.6,1244702
CE10_chr1,14421,15.6,1244705
CE10_chr1,14420,15.6,1244707
CE10_chr1,14419,15.6,1244708
CE10_chr1,14418,15.6,1244714
CE10_chr1,14417,15.6,1244717
CE10_chr1,14416,15.6,1244720
CE10_chr1,14415,15.6,1244729
CE10_chr1,14414,15.6,1244734
CE10_chr1,14413,15.6,1244735
CE10_chr1,14412,15.6,1244942
CE10_chr1,14411,15.6,1245001
CE10_chr1,14410,15.6,1245182
CE10_chr1,14398,15.6,1263739
CE10_chr1,14395,15.6,1287789
CE10_chr1,14394,15.6,1287903
CE10_chr1,14393,16.67,1311625
CE10_chr1,14392,16.67,1311748
CE10_chr1,14391,16.67,1312055
CE10_chr1,14390,16.67,1312076
CE10_chr1,14389,16.67,1312141
CE10_chr1,14388,16.67,1312142
CE10_chr1,14387,16.67,1312239
CE10_chr1,14347,16.67,1369569
CE10_chr1,14346,16.67,1369770
CE10_chr1,14345,16.67,1369846
CE10_chr1,14318,16.67,1407911
CE10_chr1,14317,17.21,1408293
CE10_chr1,14316,17.75,1414361
CE10_chr1,14315,17.75,1414369
CE10_chr1,14314,17.75,1414374
CE10_chr1,14313,17.75,1414408
CE10_chr1,14312,17.75,1414440
CE10_chr1,14311,17.75,1414445
CE10_chr1,14310,17.75,1414493
CE10_chr1,14309,17.75,1414640
CE10_chr1,14308,17.75,1414736
CE10_chr1,14307,17.75,1414790
CE10_chr1,14306,17.75,1414796
CE10_chr1,14305,17.75,1414937
CE10_chr1,14304,17.75,1414964
CE10_chr1,14303,17.75,1414970
CE10_chr1,14302,17.75,1415114
CE10_chr1,14301,17.75,1415345
CE10_chr1,14300,17.75,1415552
CE10_chr1,14299,17.75,1415561
CE10_chr1,14298,17.75,1415585
CE10_chr1,14297,17.75,1416409
CE10_chr1,14296,17.75,1416416
CE10_chr1,14295,17.75,1416432
CE10_chr1,14294,17.75,1416800
CE10_chr1,14293,17.75,1417152
CE10_chr1,14292,17.75,1417565
CE10_chr1,14291,17.75,1428870
CE10_chr1,14290,17.75,1428980
CE10_chr1,14289,17.75,1431003
CE10_chr1,14288,17.75,1431333
CE10_chr1,14287,17.75,1431388
CE10_chr1,14286,17.75,1431393
CE10_chr1,14285,17.75,1431566
CE10_chr1,14282,18.28,1447769
CE10_chr1,14281,18.28,1447827
CE10_chr1,14280,18.28,1448089
CE10_chr1,14279,18.28,1448233
CE10_chr1,14278,18.28,1448698
CE10_chr1,14277,18.28,1462829
CE10_chr1,14275,18.28,1471768
CE10_chr1,14274,18.28,1477155
CE10_chr1,14273,18.28,1482738
CE10_chr1,14272,18.28,1482772
CE10_chr1,14271,18.28,1482839
CE10_chr1,14270,18.28,1482861
CE10_chr1,14269,18.28,1482871
CE10_chr1,14268,18.28,1483016
CE10_chr1,14267,18.28,1483017
CE10_chr1,14266,18.28,1483024
CE10_chr1,14265,18.28,1483042
CE10_chr1,14264,18.28,1483046
CE10_chr1,14263,18.28,1483054
CE10_chr1,14262,18.82,1483056
CE10_chr1,14261,18.82,1483086
CE10_chr1,14260,19.9,1556489
CE10_chr1,14259,19.9,1556572
CE10_chr1,14258,19.9,1556826
CE10_chr1,14248,19.9,1563929
CE10_chr1,14247,19.9,1563930
CE10_chr1,14246,19.9,1563954
CE10_chr1,14245,19.9,1563963
CE10_chr1,14244,19.9,1568058
CE10_chr1,14243,19.9,1568079
CE10_chr1,14242,19.9,1568138
CE10_chr1,14241,19.9,1568323
CE10_chr1,14240,19.9,1568337
CE10_chr1,14239,19.9,1568340
CE10_chr1,14238,19.9,1568342
CE10_chr1,14237,19.9,1568358
CE10_chr1,14236,19.9,1568484
CE10_chr1,14145,19.9,1598881
CE10_chr1,14144,20.43,1599241
CE10_chr1,14143,20.97,1599357
CE10_chr1,14142,20.97,1599443
CE10_chr1,14025,20.97,1798518
CE10_chr1,14024,20.97,1798565
CE10_chr1,14021,21.51,2110182
CE10_chr1,14020,21.51,2110235
CE10_chr1,14019,21.51,2110298
CE10_chr1,14018,21.51,2110409
CE10_chr1,14017,22.05,2126905
CE10_chr1,14016,22.05,2127049
CE10_chr1,14015,22.05,2127273
CE10_chr1,14014,22.05,2127466
CE10_chr1,14009,22.05,2140669
CE10_chr1,14008,22.05,2140739
CE10_chr1,14007,22.05,2140744
CE10_chr1,14006,22.05,2140749
CE10_chr1,14005,22.05,2140774
CE10_chr1,14004,22.05,2140785
CE10_chr1,14003,22.05,2140846
CE10_chr1,14002,22.05,2140869
CE10_chr1,14001,22.05,2140878
CE10_chr1,14000,22.05,2140904
CE10_chr1,13999,22.05,2140919
CE10_chr1,13998,22.05,2140937
CE10_chr1,13997,22.05,2140942
CE10_chr1,13996,22.05,2141010
CE10_chr1,13989,22.05,2165262
CE10_chr1,13988,22.59,2171771
CE10_chr1,13987,23.12,2171969
CE10_chr1,13958,23.12,2249652
CE10_chr1,13957,23.12,2249787
CE10_chr1,13910,23.12,2322044
CE10_chr1,13909,23.12,2322119
CE10_chr1,13901,23.66,2345445
CE10_chr1,13862,23.66,2540002
CE10_chr1,13861,23.66,2540254
CE10_chr1,13860,23.66,2540802
CE10_chr1,13840,23.66,2637487
CE10_chr1,13834,23.66,2662842
CE10_chr1,13833,23.66,2663166
CE10_chr1,13832,23.66,2663301
CE10_chr1,13828,24.2,2693547
CE10_chr1,13827,24.2,2721263
CE10_chr1,13826,24.2,2721327
CE10_chr1,13825,24.74,2721738
CE10_chr1,13823,24.74,2732866
CE10_chr1,13822,24.74,2732962
CE10_chr1,13821,24.74,2733072
CE10_chr1,13820,25.81,2743001
CE10_chr1,13819,27.42,2826118
CE10_chr1,13818,27.42,2857346
CE10_chr1,13817,27.42,2857431
CE10_chr1,13816,27.42,2857450
CE10_chr1,13815,27.42,2857602
CE10_chr1,13814,27.42,2857722
CE10_chr1,13813,27.42,2857726
CE10_chr1,13812,27.42,2857728
CE10_chr1,13811,27.96,2909719
CE10_chr1,13810,27.96,2909822
CE10_chr1,13809,27.96,2909883
CE10_chr1,13808,28.5,2910004
CE10_chr1,13807,28.5,2910008
CE10_chr1,13806,28.5,2910009
CE10_chr1,13805,28.5,2910208
CE10_chr1,13804,28.5,2910233
CE10_chr1,13803,28.5,2910318
CE10_chr1,13791,29.04,2933712
CE10_chr1,13790,29.04,2933770
CE10_chr1,13789,29.58,3017981
CE10_chr1,13788,29.58,3017988
CE10_chr1,13787,29.58,3018228
CE10_chr1,13786,29.58,3018524
CE10_chr1,13785,29.58,3018773
CE10_chr1,13784,30.11,3018916
CE10_chr1,13783,30.11,3018960
CE10_chr1,13782,30.11,3018987
CE10_chr1,13781,30.11,3019010
CE10_chr1,13780,30.11,3019012
CE10_chr1,13779,30.11,3019014
CE10_chr1,13778,30.11,3019040
CE10_chr1,13777,30.11,3019048
CE10_chr1,13776,30.11,3019217
CE10_chr1,13775,31.19,3056140
CE10_chr1,13774,31.19,3056190
CE10_chr1,13773,31.19,3056214
CE10_chr1,13725,31.73,3318631
CE10_chr1,13724,31.73,3318705
CE10_chr1,13723,31.73,3318739
CE10_chr1,13722,31.73,3318786
CE10_chr1,13721,31.73,3318816
CE10_chr1,13720,32.26,3318832
CE10_chr1,13719,32.26,3318852
CE10_chr1,13718,32.26,3318876
CE10_chr1,13714,32.26,3379917
CE10_chr1,13713,32.26,3379919
CE10_chr1,13712,32.26,3434964
CE10_chr1,13704,32.26,3554538
CE10_chr1,13703,32.26,3554646
CE10_chr1,13702,32.26,3554683
CE10_chr1,13694,32.26,3582171
CE10_chr1,13693,32.26,3582281
CE10_chr1,13692,32.8,3582425
CE10_chr1,13690,32.8,3592542
CE10_chr1,13689,32.8,3592803
CE10_chr1,13688,32.8,3593391
CE10_chr1,13686,32.8,3648818
CE10_chr1,13685,33.34,3649061
CE10_chr1,13683,33.88,3664550
CE10_chr1,13682,33.88,3668140
CE10_chr1,13681,33.88,3668297
CE10_chr1,13680,33.88,3668350
CE10_chr1,13679,33.88,3668351
CE10_chr1,13667,33.88,3777595
CE10_chr1,13666,33.88,3777746
CE10_chr1,13665,33.88,3777824
CE10_chr1,13663,33.88,3781099
CE10_chr1,13659,33.88,3807664
CE10_chr1,13658,33.88,3807704
CE10_chr1,13657,33.88,3807849
CE10_chr1,13656,33.88,3807857
CE10_chr1,13655,33.88,3807878
CE10_chr1,13654,33.88,3807881
CE10_chr1,13653,33.88,3807922
CE10_chr1,13652,33.88,3807972
CE10_chr1,13651,33.88,3807978
CE10_chr1,13650,33.88,3808011
CE10_chr1,13649,33.88,3808012
CE10_chr1,13648,33.88,3808013
CE10_chr1,13647,33.88,3808028
CE10_chr1,13646,33.88,3808043
CE10_chr1,13645,33.88,3808048
CE10_chr1,13644,33.88,3808120
CE10_chr1,13643,33.88,3808354
CE10_chr1,13642,33.88,3808393
CE10_chr1,13641,33.88,3874439
CE10_chr1,13625,34.41,3917407
CE10_chr1,13584,34.41,4109037
CE10_chr1,13583,34.41,4109038
CE10_chr1,13567,34.41,4155972
CE10_chr1,13566,34.41,4156052
CE10_chr1,13554,34.41,4180317
CE10_chr1,13553,34.41,4180431
CE10_chr1,13552,34.41,4195665
CE10_chr1,13548,34.95,4354160
CE10_chr1,13547,34.95,4372610
CE10_chr1,13546,34.95,4372646
CE10_chr1,13545,34.95,4372934
CE10_chr1,13544,34.95,4372998
CE10_chr1,13543,34.95,4373215
CE10_chr1,13542,34.95,4373218
CE10_chr1,13539,34.95,4378492
CE10_chr1,13538,34.95,4378611
CE10_chr1,13537,34.95,4379455
CE10_chr1,13532,34.95,4381284
CE10_chr1,13531,35.49,4381356
CE10_chr1,13530,35.49,4381476
CE10_chr1,13519,35.49,4382562
CE10_chr1,13518,36.03,4382730
CE10_chr1,13517,36.03,4382755
CE10_chr1,13516,36.03,4382944
CE10_chr1,13515,36.03,4382973
CE10_chr1,13514,36.03,4383349
CE10_chr1,13513,36.03,4383388
CE10_chr1,13487,36.03,4520323
CE10_chr1,13486,36.03,4520342
CE10_chr1,13485,36.03,4520344
CE10_chr1,13471,36.03,4591609
CE10_chr1,13470,36.03,4591685
CE10_chr1,13469,36.03,4591746
CE10_chr1,13468,36.03,4592011
CE10_chr1,13467,36.03,4592195
CE10_chr1,13464,36.03,4602842
CE10_chr1,13463,36.03,4602858
CE10_chr1,13462,36.03,4603007
CE10_chr1,13436,36.03,4662920
CE10_chr1,13435,36.03,4662983
CE10_chr1,13431,36.03,4704818
CE10_chr1,13430,36.03,4704838
CE10_chr1,13429,36.56,4704905
CE10_chr1,13428,36.56,4704923
CE10_chr1,13427,36.56,4705227
CE10_chr1,13426,36.56,4705485
CE10_chr1,1349,36.56,4795615
CE10_chr1,1350,36.56,4795739
CE10_chr1,1351,36.56,4795743
CE10_chr1,1352,36.56,4795786
CE10_chr1,1353,36.56,4796095
CE10_chr1,1354,36.56,4797331
CE10_chr1,1357,37.1,4818738
CE10_chr1,1358,37.1,4818922
CE10_chr1,1359,37.1,4818943
CE10_chr1,1360,37.1,4819440
CE10_chr1,1361,37.1,4819443
CE10_chr1,1362,37.1,4819482
CE10_chr1,1363,37.1,4829034
CE10_chr1,1364,37.1,4829216
CE10_chr1,1365,37.1,4831664
CE10_chr1,1366,37.1,4832006
CE10_chr1,1367,37.1,4832011
CE10_chr1,1368,37.1,4832104
CE10_chr1,1369,37.1,4832219
CE10_chr1,1370,37.1,4832279
CE10_chr1,1371,37.1,4832326
CE10_chr1,1372,37.1,4832549
CE10_chr1,1373,37.1,4832557
CE10_chr1,1374,37.1,4858284
CE10_chr1,1375,37.1,4858304
CE10_chr1,1376,37.1,4858344
CE10_chr1,1377,37.1,4858346
CE10_chr1,1378,37.1,4858399
CE10_chr1,1379,37.1,4858413
CE10_chr1,1380,37.1,4858446
CE10_chr1,1381,37.1,4865500
CE10_chr1,1382,37.1,4865637
CE10_chr1,1383,37.1,4865729
CE10_chr1,1384,37.1,4865895
CE10_chr1,1385,37.1,4865945
CE10_chr1,1386,37.1,4865969
CE10_chr1,1387,37.1,4866024
CE10_chr1,1388,37.1,4866284
CE10_chr1,1389,37.1,4866370
CE10_chr1,1390,37.1,4866462
CE10_chr1,1391,37.1,4870800
CE10_chr1,1392,37.1,4870865
CE10_chr1,1393,37.1,4870949
CE10_chr1,1394,37.1,4871044
CE10_chr1,1395,37.1,4871188
CE10_chr1,1396,37.1,4871216
CE10_chr1,1397,37.1,4872033
CE10_chr1,1398,37.1,4872216
CE10_chr1,1399,37.1,4872400
CE10_chr1,1400,37.1,4872422
CE10_chr1,1401,37.1,4872528
CE10_chr1,1402,37.1,4872581
CE10_chr1,1403,37.1,4879917
CE10_chr1,1404,37.1,4879944
CE10_chr1,1405,37.1,4905765
CE10_chr1,1406,37.1,4905857
CE10_chr1,1407,37.1,4906031
CE10_chr1,1408,37.1,4906153
CE10_chr1,1409,37.1,4906781
